split,rel_path,label_id_original,breed,width,height,aspect_ratio
train,n02085620-Chihuahua/n02085620_3110.jpg,1,Chihuahua,450,338,1.331360946745562
train,n02085620-Chihuahua/n02085620_12101.jpg,1,Chihuahua,380,253,1.5019762845849802
train,n02085620-Chihuahua/n02085620_8558.jpg,1,Chihuahua,215,214,1.0046728971962617
train,n02085620-Chihuahua/n02085620_7700.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_3208.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_5312.jpg,1,Chihuahua,500,374,1.3368983957219251
train,n02085620-Chihuahua/n02085620_1152.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_4572.jpg,1,Chihuahua,500,405,1.2345679012345678
train,n02085620-Chihuahua/n02085620_2706.jpg,1,Chihuahua,320,240,1.3333333333333333
train,n02085620-Chihuahua/n02085620_473.jpg,1,Chihuahua,500,333,1.5015015015015014
train,n02085620-Chihuahua/n02085620_1455.jpg,1,Chihuahua,333,500,0.666
train,n02085620-Chihuahua/n02085620_7440.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_9414.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_2208.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_3593.jpg,1,Chihuahua,200,229,0.8733624454148472
train,n02085620-Chihuahua/n02085620_2921.jpg,1,Chihuahua,250,238,1.050420168067227
train,n02085620-Chihuahua/n02085620_500.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_9357.jpg,1,Chihuahua,500,319,1.567398119122257
train,n02085620-Chihuahua/n02085620_949.jpg,1,Chihuahua,401,363,1.1046831955922864
train,n02085620-Chihuahua/n02085620_3423.jpg,1,Chihuahua,200,262,0.7633587786259542
train,n02085620-Chihuahua/n02085620_3651.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_3407.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_2973.jpg,1,Chihuahua,375,500,0.75
train,n02085620-Chihuahua/n02085620_326.jpg,1,Chihuahua,333,500,0.666
train,n02085620-Chihuahua/n02085620_7292.jpg,1,Chihuahua,225,168,1.3392857142857142
train,n02085620-Chihuahua/n02085620_4814.jpg,1,Chihuahua,239,252,0.9484126984126984
train,n02085620-Chihuahua/n02085620_7613.jpg,1,Chihuahua,500,408,1.2254901960784315
train,n02085620-Chihuahua/n02085620_2614.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_1558.jpg,1,Chihuahua,366,500,0.732
train,n02085620-Chihuahua/n02085620_11238.jpg,1,Chihuahua,382,384,0.9947916666666666
train,n02085620-Chihuahua/n02085620_3838.jpg,1,Chihuahua,468,344,1.3604651162790697
train,n02085620-Chihuahua/n02085620_4673.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_1816.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_4515.jpg,1,Chihuahua,500,385,1.2987012987012987
train,n02085620-Chihuahua/n02085620_2887.jpg,1,Chihuahua,345,360,0.9583333333333334
train,n02085620-Chihuahua/n02085620_3488.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_8611.jpg,1,Chihuahua,332,332,1.0
train,n02085620-Chihuahua/n02085620_3681.jpg,1,Chihuahua,500,500,1.0
train,n02085620-Chihuahua/n02085620_3880.jpg,1,Chihuahua,359,500,0.718
train,n02085620-Chihuahua/n02085620_2053.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_14413.jpg,1,Chihuahua,640,853,0.7502930832356389
train,n02085620-Chihuahua/n02085620_712.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_8637.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_952.jpg,1,Chihuahua,416,530,0.7849056603773585
train,n02085620-Chihuahua/n02085620_12334.jpg,1,Chihuahua,299,415,0.7204819277108434
train,n02085620-Chihuahua/n02085620_735.jpg,1,Chihuahua,223,287,0.7770034843205574
train,n02085620-Chihuahua/n02085620_199.jpg,1,Chihuahua,300,430,0.6976744186046512
train,n02085620-Chihuahua/n02085620_575.jpg,1,Chihuahua,500,377,1.3262599469496021
train,n02085620-Chihuahua/n02085620_2479.jpg,1,Chihuahua,330,251,1.3147410358565736
train,n02085620-Chihuahua/n02085620_4980.jpg,1,Chihuahua,500,334,1.4970059880239521
train,n02085620-Chihuahua/n02085620_431.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_368.jpg,1,Chihuahua,500,333,1.5015015015015014
train,n02085620-Chihuahua/n02085620_11948.jpg,1,Chihuahua,500,464,1.0775862068965518
train,n02085620-Chihuahua/n02085620_242.jpg,1,Chihuahua,400,500,0.8
train,n02085620-Chihuahua/n02085620_2793.jpg,1,Chihuahua,352,288,1.2222222222222223
train,n02085620-Chihuahua/n02085620_2981.jpg,1,Chihuahua,600,607,0.9884678747940692
train,n02085620-Chihuahua/n02085620_8636.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_4700.jpg,1,Chihuahua,375,500,0.75
train,n02085620-Chihuahua/n02085620_4016.jpg,1,Chihuahua,640,480,1.3333333333333333
train,n02085620-Chihuahua/n02085620_5661.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_11258.jpg,1,Chihuahua,375,500,0.75
train,n02085620-Chihuahua/n02085620_3093.jpg,1,Chihuahua,375,500,0.75
train,n02085620-Chihuahua/n02085620_382.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_8491.jpg,1,Chihuahua,400,359,1.1142061281337048
train,n02085620-Chihuahua/n02085620_3928.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_4290.jpg,1,Chihuahua,351,500,0.702
train,n02085620-Chihuahua/n02085620_8420.jpg,1,Chihuahua,500,332,1.5060240963855422
train,n02085620-Chihuahua/n02085620_3763.jpg,1,Chihuahua,157,211,0.7440758293838863
train,n02085620-Chihuahua/n02085620_2903.jpg,1,Chihuahua,500,333,1.5015015015015014
train,n02085620-Chihuahua/n02085620_477.jpg,1,Chihuahua,500,334,1.4970059880239521
train,n02085620-Chihuahua/n02085620_3677.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_8585.jpg,1,Chihuahua,500,332,1.5060240963855422
train,n02085620-Chihuahua/n02085620_10976.jpg,1,Chihuahua,322,484,0.6652892561983471
train,n02085620-Chihuahua/n02085620_2507.jpg,1,Chihuahua,500,375,1.3333333333333333
train,n02085620-Chihuahua/n02085620_4875.jpg,1,Chihuahua,500,467,1.0706638115631693
train,n02085620-Chihuahua/n02085620_2693.jpg,1,Chihuahua,500,500,1.0
train,n02085620-Chihuahua/n02085620_14516.jpg,1,Chihuahua,640,480,1.3333333333333333
train,n02085620-Chihuahua/n02085620_1298.jpg,1,Chihuahua,480,333,1.4414414414414414
train,n02085620-Chihuahua/n02085620_1346.jpg,1,Chihuahua,450,320,1.40625
train,n02085782-Japanese_spaniel/n02085782_1521.jpg,2,Japanese spaniel,191,178,1.0730337078651686
train,n02085782-Japanese_spaniel/n02085782_874.jpg,2,Japanese spaniel,277,232,1.1939655172413792
train,n02085782-Japanese_spaniel/n02085782_4365.jpg,2,Japanese spaniel,600,530,1.1320754716981132
train,n02085782-Japanese_spaniel/n02085782_3019.jpg,2,Japanese spaniel,240,184,1.3043478260869565
train,n02085782-Japanese_spaniel/n02085782_3889.jpg,2,Japanese spaniel,450,390,1.1538461538461537
train,n02085782-Japanese_spaniel/n02085782_3387.jpg,2,Japanese spaniel,538,450,1.1955555555555555
train,n02085782-Japanese_spaniel/n02085782_4590.jpg,2,Japanese spaniel,375,500,0.75
train,n02085782-Japanese_spaniel/n02085782_1528.jpg,2,Japanese spaniel,301,271,1.1107011070110702
train,n02085782-Japanese_spaniel/n02085782_4574.jpg,2,Japanese spaniel,200,150,1.3333333333333333
train,n02085782-Japanese_spaniel/n02085782_143.jpg,2,Japanese spaniel,250,269,0.929368029739777
train,n02085782-Japanese_spaniel/n02085782_754.jpg,2,Japanese spaniel,216,324,0.6666666666666666
train,n02085782-Japanese_spaniel/n02085782_4616.jpg,2,Japanese spaniel,435,328,1.326219512195122
train,n02085782-Japanese_spaniel/n02085782_1778.jpg,2,Japanese spaniel,640,480,1.3333333333333333
train,n02085782-Japanese_spaniel/n02085782_668.jpg,2,Japanese spaniel,450,365,1.2328767123287672
train,n02085782-Japanese_spaniel/n02085782_2922.jpg,2,Japanese spaniel,200,200,1.0
train,n02085782-Japanese_spaniel/n02085782_1348.jpg,2,Japanese spaniel,600,448,1.3392857142857142
train,n02085782-Japanese_spaniel/n02085782_4772.jpg,2,Japanese spaniel,600,449,1.3363028953229399
train,n02085782-Japanese_spaniel/n02085782_3481.jpg,2,Japanese spaniel,410,317,1.2933753943217665
train,n02085782-Japanese_spaniel/n02085782_940.jpg,2,Japanese spaniel,600,618,0.970873786407767
train,n02085782-Japanese_spaniel/n02085782_3727.jpg,2,Japanese spaniel,426,284,1.5
train,n02085782-Japanese_spaniel/n02085782_2635.jpg,2,Japanese spaniel,640,480,1.3333333333333333
train,n02085782-Japanese_spaniel/n02085782_1191.jpg,2,Japanese spaniel,403,302,1.3344370860927153
train,n02085782-Japanese_spaniel/n02085782_2796.jpg,2,Japanese spaniel,385,391,0.9846547314578005
train,n02085782-Japanese_spaniel/n02085782_1350.jpg,2,Japanese spaniel,332,218,1.5229357798165137
train,n02085782-Japanese_spaniel/n02085782_676.jpg,2,Japanese spaniel,275,371,0.7412398921832885
train,n02085782-Japanese_spaniel/n02085782_3649.jpg,2,Japanese spaniel,358,424,0.8443396226415094
train,n02085782-Japanese_spaniel/n02085782_516.jpg,2,Japanese spaniel,230,216,1.0648148148148149
train,n02085782-Japanese_spaniel/n02085782_935.jpg,2,Japanese spaniel,180,156,1.1538461538461537
train,n02085782-Japanese_spaniel/n02085782_4436.jpg,2,Japanese spaniel,598,701,0.8530670470756063
train,n02085782-Japanese_spaniel/n02085782_1552.jpg,2,Japanese spaniel,180,230,0.782608695652174
train,n02085782-Japanese_spaniel/n02085782_23.jpg,2,Japanese spaniel,320,379,0.8443271767810027
train,n02085782-Japanese_spaniel/n02085782_697.jpg,2,Japanese spaniel,600,449,1.3363028953229399
train,n02085782-Japanese_spaniel/n02085782_4332.jpg,2,Japanese spaniel,600,450,1.3333333333333333
train,n02085782-Japanese_spaniel/n02085782_1731.jpg,2,Japanese spaniel,600,449,1.3363028953229399
train,n02085782-Japanese_spaniel/n02085782_2459.jpg,2,Japanese spaniel,515,446,1.154708520179372
train,n02085782-Japanese_spaniel/n02085782_172.jpg,2,Japanese spaniel,200,150,1.3333333333333333
train,n02085782-Japanese_spaniel/n02085782_2279.jpg,2,Japanese spaniel,250,211,1.1848341232227488
train,n02085782-Japanese_spaniel/n02085782_3870.jpg,2,Japanese spaniel,196,260,0.7538461538461538
train,n02085782-Japanese_spaniel/n02085782_2207.jpg,2,Japanese spaniel,375,316,1.1867088607594938
train,n02085782-Japanese_spaniel/n02085782_2762.jpg,2,Japanese spaniel,331,342,0.9678362573099415
train,n02085782-Japanese_spaniel/n02085782_2293.jpg,2,Japanese spaniel,148,171,0.8654970760233918
train,n02085782-Japanese_spaniel/n02085782_230.jpg,2,Japanese spaniel,217,211,1.028436018957346
train,n02085782-Japanese_spaniel/n02085782_2255.jpg,2,Japanese spaniel,320,280,1.1428571428571428
train,n02085782-Japanese_spaniel/n02085782_313.jpg,2,Japanese spaniel,400,341,1.1730205278592376
train,n02085782-Japanese_spaniel/n02085782_1434.jpg,2,Japanese spaniel,320,343,0.9329446064139941
train,n02085782-Japanese_spaniel/n02085782_3065.jpg,2,Japanese spaniel,150,132,1.1363636363636365
train,n02085782-Japanese_spaniel/n02085782_435.jpg,2,Japanese spaniel,200,180,1.1111111111111112
train,n02085782-Japanese_spaniel/n02085782_1267.jpg,2,Japanese spaniel,150,103,1.4563106796116505
train,n02085782-Japanese_spaniel/n02085782_2640.jpg,2,Japanese spaniel,400,266,1.5037593984962405
train,n02085782-Japanese_spaniel/n02085782_3499.jpg,2,Japanese spaniel,240,240,1.0
train,n02085782-Japanese_spaniel/n02085782_2690.jpg,2,Japanese spaniel,530,397,1.3350125944584383
train,n02085782-Japanese_spaniel/n02085782_2939.jpg,2,Japanese spaniel,600,449,1.3363028953229399
train,n02085782-Japanese_spaniel/n02085782_845.jpg,2,Japanese spaniel,200,309,0.6472491909385113
train,n02085782-Japanese_spaniel/n02085782_1691.jpg,2,Japanese spaniel,225,293,0.7679180887372014
train,n02085782-Japanese_spaniel/n02085782_28.jpg,2,Japanese spaniel,375,283,1.325088339222615
train,n02085782-Japanese_spaniel/n02085782_2241.jpg,2,Japanese spaniel,362,429,0.8438228438228438
train,n02085782-Japanese_spaniel/n02085782_1890.jpg,2,Japanese spaniel,180,180,1.0
train,n02085782-Japanese_spaniel/n02085782_2345.jpg,2,Japanese spaniel,500,421,1.187648456057007
train,n02085782-Japanese_spaniel/n02085782_2874.jpg,2,Japanese spaniel,373,373,1.0
train,n02085782-Japanese_spaniel/n02085782_385.jpg,2,Japanese spaniel,237,250,0.948
train,n02085782-Japanese_spaniel/n02085782_3516.jpg,2,Japanese spaniel,410,281,1.4590747330960854
train,n02085782-Japanese_spaniel/n02085782_1085.jpg,2,Japanese spaniel,260,331,0.7854984894259819
train,n02085782-Japanese_spaniel/n02085782_2074.jpg,2,Japanese spaniel,435,293,1.484641638225256
train,n02085782-Japanese_spaniel/n02085782_1460.jpg,2,Japanese spaniel,358,370,0.9675675675675676
train,n02085782-Japanese_spaniel/n02085782_3331.jpg,2,Japanese spaniel,275,297,0.9259259259259259
train,n02085782-Japanese_spaniel/n02085782_1750.jpg,2,Japanese spaniel,500,375,1.3333333333333333
train,n02085782-Japanese_spaniel/n02085782_1156.jpg,2,Japanese spaniel,640,480,1.3333333333333333
train,n02085782-Japanese_spaniel/n02085782_962.jpg,2,Japanese spaniel,227,204,1.1127450980392157
train,n02085782-Japanese_spaniel/n02085782_2010.jpg,2,Japanese spaniel,300,237,1.2658227848101267
train,n02085782-Japanese_spaniel/n02085782_126.jpg,2,Japanese spaniel,437,382,1.143979057591623
train,n02085782-Japanese_spaniel/n02085782_698.jpg,2,Japanese spaniel,269,292,0.9212328767123288
train,n02085782-Japanese_spaniel/n02085782_3325.jpg,2,Japanese spaniel,600,449,1.3363028953229399
train,n02085782-Japanese_spaniel/n02085782_757.jpg,2,Japanese spaniel,200,191,1.0471204188481675
train,n02085782-Japanese_spaniel/n02085782_1284.jpg,2,Japanese spaniel,640,479,1.336116910229645
train,n02085782-Japanese_spaniel/n02085782_2655.jpg,2,Japanese spaniel,385,391,0.9846547314578005
train,n02085782-Japanese_spaniel/n02085782_806.jpg,2,Japanese spaniel,220,220,1.0
train,n02085782-Japanese_spaniel/n02085782_2886.jpg,2,Japanese spaniel,350,272,1.286764705882353
train,n02085782-Japanese_spaniel/n02085782_2428.jpg,2,Japanese spaniel,600,800,0.75
train,n02085782-Japanese_spaniel/n02085782_866.jpg,2,Japanese spaniel,250,320,0.78125
train,n02085782-Japanese_spaniel/n02085782_664.jpg,2,Japanese spaniel,500,375,1.3333333333333333
train,n02085782-Japanese_spaniel/n02085782_2323.jpg,2,Japanese spaniel,200,150,1.3333333333333333
train,n02085782-Japanese_spaniel/n02085782_1855.jpg,2,Japanese spaniel,421,405,1.039506172839506
train,n02085782-Japanese_spaniel/n02085782_2584.jpg,2,Japanese spaniel,600,449,1.3363028953229399
train,n02085782-Japanese_spaniel/n02085782_186.jpg,2,Japanese spaniel,250,333,0.7507507507507507
train,n02085782-Japanese_spaniel/n02085782_1656.jpg,2,Japanese spaniel,230,161,1.4285714285714286
train,n02085782-Japanese_spaniel/n02085782_626.jpg,2,Japanese spaniel,150,150,1.0
train,n02085782-Japanese_spaniel/n02085782_3071.jpg,2,Japanese spaniel,180,148,1.2162162162162162
train,n02085782-Japanese_spaniel/n02085782_2250.jpg,2,Japanese spaniel,600,800,0.75
train,n02085782-Japanese_spaniel/n02085782_4564.jpg,2,Japanese spaniel,200,168,1.1904761904761905
train,n02085782-Japanese_spaniel/n02085782_3966.jpg,2,Japanese spaniel,307,293,1.0477815699658704
train,n02085782-Japanese_spaniel/n02085782_1848.jpg,2,Japanese spaniel,600,450,1.3333333333333333
train,n02085782-Japanese_spaniel/n02085782_3031.jpg,2,Japanese spaniel,150,170,0.8823529411764706
train,n02085782-Japanese_spaniel/n02085782_3148.jpg,2,Japanese spaniel,600,801,0.7490636704119851
train,n02085782-Japanese_spaniel/n02085782_1077.jpg,2,Japanese spaniel,519,334,1.5538922155688624
train,n02085782-Japanese_spaniel/n02085782_440.jpg,2,Japanese spaniel,250,250,1.0
train,n02085782-Japanese_spaniel/n02085782_1059.jpg,2,Japanese spaniel,550,413,1.3317191283292977
train,n02085782-Japanese_spaniel/n02085782_3781.jpg,2,Japanese spaniel,600,449,1.3363028953229399
train,n02085782-Japanese_spaniel/n02085782_3899.jpg,2,Japanese spaniel,200,200,1.0
train,n02085782-Japanese_spaniel/n02085782_4511.jpg,2,Japanese spaniel,640,480,1.3333333333333333
train,n02085782-Japanese_spaniel/n02085782_2914.jpg,2,Japanese spaniel,600,448,1.3392857142857142
train,n02085936-Maltese_dog/n02085936_3863.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_3677.jpg,3,Maltese dog,333,500,0.666
train,n02085936-Maltese_dog/n02085936_8224.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_20313.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_1288.jpg,3,Maltese dog,500,334,1.4970059880239521
train,n02085936-Maltese_dog/n02085936_233.jpg,3,Maltese dog,375,500,0.75
train,n02085936-Maltese_dog/n02085936_4245.jpg,3,Maltese dog,500,500,1.0
train,n02085936-Maltese_dog/n02085936_7537.jpg,3,Maltese dog,326,500,0.652
train,n02085936-Maltese_dog/n02085936_10273.jpg,3,Maltese dog,500,334,1.4970059880239521
train,n02085936-Maltese_dog/n02085936_6514.jpg,3,Maltese dog,500,333,1.5015015015015014
train,n02085936-Maltese_dog/n02085936_338.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_24178.jpg,3,Maltese dog,375,500,0.75
train,n02085936-Maltese_dog/n02085936_2832.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_461.jpg,3,Maltese dog,448,335,1.337313432835821
train,n02085936-Maltese_dog/n02085936_7142.jpg,3,Maltese dog,1268,928,1.3663793103448276
train,n02085936-Maltese_dog/n02085936_2203.jpg,3,Maltese dog,378,500,0.756
train,n02085936-Maltese_dog/n02085936_2636.jpg,3,Maltese dog,500,336,1.4880952380952381
train,n02085936-Maltese_dog/n02085936_6424.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_19558.jpg,3,Maltese dog,375,500,0.75
train,n02085936-Maltese_dog/n02085936_6464.jpg,3,Maltese dog,500,334,1.4970059880239521
train,n02085936-Maltese_dog/n02085936_5596.jpg,3,Maltese dog,480,361,1.3296398891966759
train,n02085936-Maltese_dog/n02085936_5012.jpg,3,Maltese dog,500,333,1.5015015015015014
train,n02085936-Maltese_dog/n02085936_16190.jpg,3,Maltese dog,417,500,0.834
train,n02085936-Maltese_dog/n02085936_1244.jpg,3,Maltese dog,500,333,1.5015015015015014
train,n02085936-Maltese_dog/n02085936_6942.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_7442.jpg,3,Maltese dog,500,333,1.5015015015015014
train,n02085936-Maltese_dog/n02085936_4271.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_2905.jpg,3,Maltese dog,333,500,0.666
train,n02085936-Maltese_dog/n02085936_9481.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_14432.jpg,3,Maltese dog,374,500,0.748
train,n02085936-Maltese_dog/n02085936_2135.jpg,3,Maltese dog,500,400,1.25
train,n02085936-Maltese_dog/n02085936_9088.jpg,3,Maltese dog,333,500,0.666
train,n02085936-Maltese_dog/n02085936_126.jpg,3,Maltese dog,375,500,0.75
train,n02085936-Maltese_dog/n02085936_4257.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_11744.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_2154.jpg,3,Maltese dog,299,395,0.7569620253164557
train,n02085936-Maltese_dog/n02085936_4569.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_137.jpg,3,Maltese dog,250,250,1.0
train,n02085936-Maltese_dog/n02085936_1556.jpg,3,Maltese dog,500,333,1.5015015015015014
train,n02085936-Maltese_dog/n02085936_4351.jpg,3,Maltese dog,500,334,1.4970059880239521
train,n02085936-Maltese_dog/n02085936_6927.jpg,3,Maltese dog,480,500,0.96
train,n02085936-Maltese_dog/n02085936_8417.jpg,3,Maltese dog,333,500,0.666
train,n02085936-Maltese_dog/n02085936_10073.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_9590.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_4929.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_8756.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_6405.jpg,3,Maltese dog,500,333,1.5015015015015014
train,n02085936-Maltese_dog/n02085936_3394.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_16355.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_5010.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_3292.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_771.jpg,3,Maltese dog,279,400,0.6975
train,n02085936-Maltese_dog/n02085936_4474.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_17059.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_3391.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_544.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_20102.jpg,3,Maltese dog,500,426,1.1737089201877935
train,n02085936-Maltese_dog/n02085936_7515.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_5545.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_17631.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_2889.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_4490.jpg,3,Maltese dog,333,500,0.666
train,n02085936-Maltese_dog/n02085936_10307.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_8365.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_2927.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_4608.jpg,3,Maltese dog,333,500,0.666
train,n02085936-Maltese_dog/n02085936_3315.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_17116.jpg,3,Maltese dog,350,240,1.4583333333333333
train,n02085936-Maltese_dog/n02085936_10646.jpg,3,Maltese dog,300,295,1.0169491525423728
train,n02085936-Maltese_dog/n02085936_21320.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_5582.jpg,3,Maltese dog,375,500,0.75
train,n02085936-Maltese_dog/n02085936_2422.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_4188.jpg,3,Maltese dog,500,322,1.5527950310559007
train,n02085936-Maltese_dog/n02085936_2627.jpg,3,Maltese dog,320,246,1.3008130081300813
train,n02085936-Maltese_dog/n02085936_8900.jpg,3,Maltese dog,500,334,1.4970059880239521
train,n02085936-Maltese_dog/n02085936_8248.jpg,3,Maltese dog,500,315,1.5873015873015872
train,n02085936-Maltese_dog/n02085936_10148.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_4318.jpg,3,Maltese dog,500,333,1.5015015015015014
train,n02085936-Maltese_dog/n02085936_18640.jpg,3,Maltese dog,500,335,1.492537313432836
train,n02085936-Maltese_dog/n02085936_3470.jpg,3,Maltese dog,500,333,1.5015015015015014
train,n02085936-Maltese_dog/n02085936_7394.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_517.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_7865.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_6650.jpg,3,Maltese dog,500,375,1.3333333333333333
train,n02085936-Maltese_dog/n02085936_1390.jpg,3,Maltese dog,500,333,1.5015015015015014
